RKS,comp,#,type,HIP,G2K,sample1,sample2,RA,DEC,map,sep,parallax,pmra,pmdec,Gmag,Bg-Rg,Bg,Rg,PA,DR2_ID,RA_RKS_DD,DEC_RKS_DD
RKS0205+2210,-,1,K*,,G2K000219,40-50,eq,02:05:26.1,+22:10:54.7,......,........,23.722,-22.184,-144.454,9.413,1.259,9.991,8.732,.....,100586763978318208,31.358750,22.181861
RKS0205-2422,-,X,G*,HIP009769X,G2KG-edge,40-50,eq,02:05:37.5,-24:22:46.2,......,........,21.075,NaN,NaN,NaN,NaN,NaN,NaN,.....,,31.406250,-24.379500
RKS0205-2422,-,X,K*,HIP009774X,G2K000220,40-50,eq,02:05:41.5,-24:22:33.7,......,........,21.996,417.385,-59.078,8.350,1.099,8.775,7.675,.....,5121561656518510080,31.422917,-24.376028
RKS0205+0049,-,1,K*,,G2K000221,33-40,eq,02:05:48.6,+00:49:33.8,......,........,28.082,126.701,21.925,8.713,1.095,9.205,8.110,.....,2508101647772227456,31.452500,0.826056
RKS0205+3047,-,1,K*,HIP009788,,00-33,no,02:05:49.3,+30:47:01.9,......,........,34.673,-174.807,-95.918,9.388,1.415,10.055,8.639,.....,301230078221434880,31.455417,30.783861
RKS0206-5912,-,1,K*,,,33-40,so,02:06:21.0,-59:12:11.6,......,........,31.347,-93.384,-130.451,9.803,1.516,10.528,9.012,.....,4715023279462820096,31.587500,-59.203222
RKS0206+2033,-,1,K*,,G2K000222,40-50,eq,02:06:25.6,+20:33:08.2,......,........,21.933,150.137,20.666,9.594,1.286,10.187,8.901,.....,94181765149203072,31.606667,20.552278
RKS0206-0740,-,1,K*,,G2K000223,40-50,eq,02:06:47.3,-07:40:01.9,......,........,20.508,132.620,33.357,10.900,1.665,11.716,10.051,.....,2487396916108233344,31.697083,-7.667194
RKS0206+4511,-,1,K*,,,00-33,no,02:06:57.2,+45:11:04.1,......,........,51.470,280.827,-458.436,9.551,1.887,10.503,8.616,.....,352649456753106304,31.738333,45.184472
RKS0207+3944,-,1,K*,,,40-50,no,02:07:05.8,+39:44:47.9,......,........,22.358,255.090,-132.713,10.453,1.575,11.210,9.635,.....,344676421201305984,31.774167,39.746639
RKS0207-2922,-,1,K*,,G2K000224,40-50,eq,02:07:25.3,-29:22:21.6,......,........,21.988,65.407,28.425,10.748,1.689,11.574,9.885,.....,5020335977500855168,31.855417,-29.372667
RKS0207+4247,-,1,K*,,,40-50,no,02:07:28.5,+42:47:31.4,......,........,20.027,112.432,101.402,11.020,1.625,11.800,10.175,.....,345610142793876864,31.868750,42.792056
RKS0207-5940,-,1,K*,,,40-50,so,02:07:32.2,-59:40:21.0,......,........,21.999,93.562,-21.653,9.857,1.421,10.527,9.106,.....,4714764447553568640,31.884167,-59.672500
RKS0207-0035,-,1,K*,,G2K000225,33-40,eq,02:07:32.3,-00:35:49.2,......,........,26.923,-248.452,-345.082,9.968,1.551,10.714,9.163,.....,2506907573852534528,31.884583,-0.597000
RKS0208+8013,-,1,K*,,,33-40,no,02:08:15.8,+80:13:15.6,......,........,32.557,476.066,-287.886,10.492,1.829,11.409,9.580,.....,562826090860214144,32.065833,80.221000
RKS0208+0303,-,1,K*,HIP009967,G2K000226,40-50,eq,02:08:20.0,+03:03:36.8,......,........,21.171,176.011,-253.141,9.666,1.258,10.243,8.985,.....,2514643913756089856,32.083333,3.060222
RKS0208-0021,-,1,K*,HIP009989,G2K000227,33-40,eq,02:08:40.1,-00:21:35.6,......,........,25.426,447.405,-98.451,10.406,1.557,11.153,9.596,.....,2506940941450429952,32.167083,-0.359889
RKS0209+1609,-,1,K*,,G2K000228,40-50,eq,02:09:08.2,+16:09:45.2,......,........,20.446,87.384,24.871,11.026,1.745,11.889,10.144,.....,79970302482305664,32.284167,16.162556
RKS0209-1620,-,1,K*,HIP010037,G2K000229,00-33,eq,02:09:10.9,-16:20:22.5,......,........,35.094,516.324,79.403,10.192,1.868,11.134,9.266,.....,5144740907820131840,32.295417,-16.339583
RKS0209+3150,-,1,K*,,,40-50,no,02:09:15.2,+31:50:22.4,......,........,23.990,93.442,8.665,11.272,1.841,12.192,10.351,.....,325412805682357120,32.313333,31.839556
RKS0209+0540,-,1,K*,HIP010056,G2K000230,40-50,eq,02:09:26.2,+05:40:39.0,......,........,20.510,-22.521,-235.697,10.771,1.691,11.597,9.906,.....,2518617548778913024,32.359167,5.677500
RKS0209-0746,-,1,K*,,G2K000231,40-50,eq,02:09:29.4,-07:46:37.9,......,........,23.815,99.283,-166.117,10.323,1.553,11.070,9.518,.....,2487171481864796672,32.372500,-7.777194
RKS0210-3104,-,1,K*,HIP010117,,40-50,so,02:10:08.0,-31:04:11.5,......,........,22.734,240.041,-175.854,8.669,1.035,9.128,8.093,.....,5019835424832215424,32.533333,-31.069861
RKS0210-5049,-,1,K*,HIP010138,,00-33,so,02:10:25.9,-50:49:25.4,......,........,92.704,2124.853,638.092,5.874,1.019,6.337,5.318,.....,4937000898855759104,32.607917,-50.823722
RKS0210+1340,-,1,K*,HIP010175+,G2K000232,40-50,eq,02:10:51.7,+13:40:57.1,......,........,23.255,111.008,-73.341,8.455,0.927,8.859,7.932,.....,77161222072044288,32.715417,13.682528
RKS0211+2228,-,1,K*,,G2K000233,40-50,eq,02:11:02.2,+22:28:16.6,......,........,21.578,-67.595,-19.167,11.487,1.829,12.395,10.566,.....,100665065526715008,32.759167,22.471278
RKS0211-3540,-,1,K*,HIP010191,,00-33,so,02:11:02.2,-35:40:14.7,......,........,44.742,-159.183,-216.600,9.702,1.861,10.635,8.774,.....,4968258983641774208,32.759167,-35.670750
RKS0211+5437,-,1,K*,,,40-50,no,02:11:40.3,+54:37:47.4,......,........,24.675,130.086,-82.118,9.452,1.228,10.017,8.790,.....,456245858935440256,32.917917,54.629833
RKS0211+4545,-,1,K*,,,33-40,no,02:11:43.2,+45:45:38.3,......,........,25.215,-277.742,-115.733,9.426,1.216,9.978,8.762,.....,353027418172205184,32.930000,45.760639
RKS0211+4042,-,1,K*,,,40-50,no,02:11:49.3,+40:42:47.7,......,........,24.321,-8.950,-157.554,8.728,1.016,9.176,8.160,.....,333112410735588608,32.955417,40.713250
RKS0211+0421,-,1,K*,HIP010258,G2K000234,40-50,eq,02:11:58.0,+04:21:41.7,......,........,21.356,-144.316,-78.640,9.427,1.362,10.070,8.708,.....,2518222102550295808,32.991667,4.361583
RKS0212-5344,-,1,K*,HIP010301,,00-33,so,02:12:42.9,-53:44:38.0,......,........,35.394,-107.923,30.975,8.110,1.067,8.587,7.520,.....,4743692151804240896,33.178750,-53.743889
RKS0213+1945,-,1,K*,,G2K000235,33-40,eq,02:13:08.0,+19:45:46.2,......,........,25.055,100.556,-50.291,9.070,1.142,9.588,8.446,.....,93144410288241920,33.283333,19.762833
RKS0213+4616,-,1,K*,HIP010335,,33-40,no,02:13:10.9,+46:16:51.1,......,........,26.893,-197.236,3.928,9.840,1.430,10.513,9.083,.....,353135513909339776,33.295417,46.280861
RKS0213-2111,-,1,K*,HIP010337,G2K000236,00-33,eq,02:13:12.2,-21:11:47.2,......,........,42.107,375.476,55.806,9.260,1.690,10.089,8.399,.....,5124636303346779008,33.300833,-21.196444
RKS0213-3729,-,1,K*,,,40-50,so,02:13:39.5,-37:29:01.4,......,........,24.061,-50.358,-62.810,9.914,1.603,10.688,9.085,.....,4964972543386420992,33.414583,-37.483722
RKS0214-0338,-,1,K*,HIP010416,G2K000237,00-33,eq,02:14:13.6,-03:38:06.7,......,........,44.065,-12.313,-219.284,8.197,1.282,8.787,7.505,.....,2493069773336748928,33.556667,-3.635194
RKS0214-4951,-,1,K*,HIP010421,,33-40,so,02:14:18.5,-49:51:44.6,......,........,29.487,231.427,-62.338,9.186,1.635,9.979,8.343,.....,4938555161620867072,33.577083,-49.862389
RKS0215-1250,-,1,K*,,G2K000238,40-50,eq,02:15:17.7,-12:50:58.5,......,........,20.755,44.119,6.545,9.658,1.179,10.192,9.012,.....,5150317046680641280,33.823750,-12.849583
RKS0215+0729,-,1,K*,HIP010500+,G2K000239,00-33,eq,02:15:22.0,+07:29:39.0,......,........,38.766,404.338,-412.747,11.033,2.147,12.159,10.012,.....,2521467689076565504,33.841667,7.494167
RKS0215-0900,-,1,K*,HIP010532,G2K000240,40-50,eq,02:15:41.7,-09:00:47.2,......,........,22.606,28.021,9.124,8.871,1.046,9.335,8.289,.....,2486041832450955776,33.923750,-9.013111
RKS0215+6740,-,1,K*,HIP010531,,00-33,no,02:15:42.6,+67:40:20.3,......,........,53.780,518.274,-305.665,6.951,1.077,7.440,6.363,.....,520377795206114688,33.927500,67.672306
RKS0215-1814,-,1,K*,HIP010542,G2K000241,00-33,eq,02:15:46.1,-18:14:17.3,......,........,43.535,-33.316,-124.197,8.092,1.204,8.567,7.363,.....,5143341362661301632,33.942083,-18.238139
RKS0216+0631,-,1,K*,HIP010616,G2K000242,40-50,eq,02:16:40.6,+06:31:45.9,......,........,20.047,38.072,-22.098,9.125,1.117,9.623,8.505,.....,2520234861663995904,34.169167,6.529417
RKS0217+0400,-,1,K*,,G2K000243,40-50,eq,02:17:14.8,+04:00:59.5,......,........,21.574,82.605,21.433,10.208,1.395,10.860,9.465,.....,2514975687094684928,34.311667,4.016528
RKS0218+5616,-,1,K*,,,33-40,no,02:18:02.1,+56:16:00.9,......,........,28.162,-90.056,-69.444,10.899,1.862,11.833,9.972,.....,456810625658564352,34.508750,56.266917
RKS0218-3620,-,1,K*,HIP010741,,40-50,so,02:18:14.0,-36:20:12.3,......,........,21.412,12.223,7.637,9.643,1.212,10.192,8.980,.....,4966440425769164032,34.558333,-36.336750
RKS0218+0625,-,1,K*,,G2K000244,40-50,eq,02:18:19.0,+06:25:38.7,......,........,23.130,-49.901,-158.180,9.381,1.157,9.900,8.743,.....,2520039732709716608,34.579167,6.427417
RKS0218-3837,-,1,K*,,,40-50,so,02:18:22.8,-38:37:56.7,......,........,20.784,40.005,32.847,10.987,1.656,11.801,10.145,.....,4963870935814391680,34.595000,-38.632417
RKS0218+5633,-,1,K*,,,33-40,no,02:18:24.6,+56:33:35.4,......,........,31.317,340.486,-212.552,8.016,1.096,8.504,7.408,.....,458319228639270016,34.602500,56.559833
RKS0218+8147,-,1,K*,HIP010778,,40-50,no,02:18:43.1,+81:47:11.0,......,........,22.889,97.939,-252.162,9.692,1.191,10.230,9.038,.....,569077467300379904,34.679583,81.786389
RKS0218+3513,-,1,K*,HIP010789,,40-50,no,02:18:54.6,+35:13:05.6,......,........,22.937,194.612,-35.336,11.110,1.874,12.055,10.181,.....,327741674389296128,34.727500,35.218222
RKS0219-3526,B,-,K*,HIP010864+,,33-40,so,02:19:47.7,-35:26:44.4,......,2.328,28.676,-90.351,17.384,8.810,1.253,9.286,8.033,242.1,4966784641628222208,34.948750,-35.445667
RKS0219-3526,A,2,K*,HIP010864,,33-40,so,02:19:47.9,-35:26:43.7,......,2.328,28.678,-88.820,39.343,8.621,1.179,9.081,7.902,242.1,4966784671691054080,34.949583,-35.445472
RKS0219-7433,-,1,K*,HIP010874,,33-40,so,02:19:57.7,-74:33:52.3,......,........,25.184,350.264,255.362,10.046,1.458,10.734,9.276,.....,4643302994976554496,34.990417,-74.564528
RKS0220-7249,-,1,K*,,,40-50,so,02:20:05.5,-72:49:47.1,......,........,21.884,67.610,90.748,9.063,1.033,9.521,8.488,.....,4644496411769086976,35.022917,-72.829750
RKS0220-3902,-,1,K*,HIP010925,,00-33,so,02:20:42.9,-39:02:01.4,......,........,40.866,212.909,-25.705,8.338,1.242,8.907,7.665,.....,4963661822446609792,35.178750,-39.033722
RKS0220-6412,-,1,K*,HIP010938,,33-40,so,02:20:53.5,-64:12:38.9,......,........,25.895,-269.192,-198.428,10.362,1.657,11.172,9.515,.....,4699984228137260416,35.222917,-64.210806
RKS0221+5333,-,1,K*,HIP010960,,00-33,no,02:21:12.3,+53:33:39.0,......,........,34.363,-275.235,-40.742,9.825,1.591,10.594,9.003,.....,455517325107520256,35.301250,53.560833
RKS0221-3056,-,1,K*,HIP010977,,33-40,so,02:21:24.0,-30:56:01.1,......,........,31.920,551.582,110.213,8.550,1.116,9.050,7.934,.....,5067691805870056576,35.350000,-30.933639
RKS0221-3450,-,1,K*,HIP010989,,40-50,so,02:21:37.7,-34:50:14.1,......,........,24.869,-53.494,-103.746,9.145,1.140,9.656,8.516,.....,4966832745261896960,35.407083,-34.837250
RKS0221-0652,-,1,K*,HIP011000,G2K000245,00-33,eq,02:21:44.4,-06:52:46.3,......,........,36.096,295.384,51.573,8.703,1.316,9.312,7.995,.....,2486984045196486784,35.435000,-6.879528
RKS0222-2921,-,1,K*,,G2K000246,40-50,eq,02:22:00.0,-29:21:05.9,......,........,24.066,35.523,-175.825,9.998,1.397,10.649,9.252,.....,5068141437406413952,35.500000,-29.351639
RKS0222+4819,-,1,K*,,,40-50,no,02:22:14.7,+48:19:54.1,......,........,21.333,82.437,-26.001,9.323,1.018,9.765,8.747,.....,354479563794608128,35.561250,48.331694
RKS0222+3626,-,1,K*,,,40-50,no,02:22:20.8,+36:26:34.3,......,........,20.639,-113.659,53.102,11.748,1.853,12.668,10.815,.....,328109186153130496,35.586667,36.442861
RKS0222-5305,-,1,K*,HIP011071,,40-50,so,02:22:31.3,-53:05:39.0,......,........,20.292,244.137,125.907,10.233,1.417,10.899,9.482,.....,4743406725457515648,35.630417,-53.094167
RKS0222+1824,-,1,K*,HIP011083,G2K000247,33-40,eq,02:22:41.6,+18:24:38.3,......,........,28.466,262.047,86.610,8.561,1.111,9.061,7.950,.....,85973326732317056,35.673333,18.410639
RKS0223+7110,-,1,K*,HIP011111,,33-40,no,02:23:00.7,+71:10:36.8,......,........,26.686,533.720,-172.433,8.688,1.081,9.170,8.089,.....,545341450798523776,35.752917,71.176889
RKS0224+0452,-,1,K*,HIP011182,G2K000248,33-40,eq,02:24:00.3,+04:52:18.5,......,........,27.175,-31.741,22.206,9.911,1.471,10.607,9.136,.....,2516587953393346816,36.001250,4.871806
RKS0224+4008,-,1,K*,,,40-50,no,02:24:40.8,+40:08:23.0,......,........,24.148,-120.312,-153.689,9.519,1.292,10.117,8.825,.....,338094740299867008,36.170000,40.139722
RKS0225+5504,-,1,K*,,,33-40,no,02:25:11.2,+55:04:18.8,......,........,26.842,190.503,-216.483,11.040,1.986,12.061,10.075,.....,455895149094013824,36.296667,55.071889
RKS0225+2845,-,1,K*,HIP011317,G2K000249,33-40,eq,02:25:40.2,+28:45:58.0,......,........,29.431,169.412,-95.898,8.748,1.193,9.294,8.101,.....,130938267067432704,36.417500,28.766111
RKS0225+3418,-,1,K*,,,33-40,no,02:25:49.4,+34:18:31.7,......,........,26.405,100.282,-68.934,10.212,1.384,10.859,9.475,.....,326843712691220864,36.455833,34.308806
RKS0226+1110,-,1,K*,,G2K000250,40-50,eq,02:26:11.2,+11:10:45.7,......,........,22.185,109.001,2.564,9.040,1.044,9.506,8.461,.....,24656689987510912,36.546667,11.179361
RKS0226-6928,-,1,K*,HIP011357,,40-50,so,02:26:15.1,-69:28:49.8,......,........,20.008,169.690,102.621,9.491,1.142,10.007,8.865,.....,4693535523721249280,36.562917,-69.480500
RKS0226-5905,-,1,K*,,,40-50,so,02:26:31.8,-59:05:23.2,......,........,21.165,-19.525,-22.320,9.248,1.079,9.729,8.650,.....,4738015579428135808,36.632500,-59.089778
RKS0227-0326,-,1,K*,,G2K000251,40-50,eq,02:27:02.7,-03:26:14.3,......,........,20.200,103.013,70.179,9.937,1.453,10.621,9.167,.....,2490170915225636736,36.761250,-3.437306
RKS0227-2738,-,1,K*,HIP011433,G2K000252,40-50,eq,02:27:28.4,-27:38:06.7,......,........,22.285,-73.590,-211.614,8.856,1.049,9.319,8.271,.....,5068777809824976256,36.868333,-27.635194
RKS0227+3058,-,1,K*,HIP011437,,40-50,no,02:27:29.3,+30:58:24.5,......,........,24.360,79.679,-72.002,9.740,1.556,10.478,8.922,.....,132362959259196032,36.872083,30.973472
RKS0227+0742,-,1,K*,HIP011443,G2K000253,33-40,eq,02:27:33.4,+07:42:43.4,......,........,27.999,100.611,-188.469,9.537,1.264,10.115,8.851,.....,22561123904108672,36.889167,7.712056
RKS0227-6028,-,1,K*,,,33-40,so,02:27:49.2,-60:28:01.0,......,........,26.381,134.758,284.602,11.736,1.902,12.692,10.790,.....,4725765233188275200,36.955000,-60.466944
RKS0228-7522,-,1,K*,HIP011476,,40-50,so,02:28:01.4,-75:22:12.8,......,........,22.527,-138.091,-89.263,9.754,1.310,10.359,9.050,.....,4640205739440699904,37.005833,-75.370222
RKS0229-1958,B,-,..,,,00-33,eq,02:29:01.7,-19:58:45.0,AB,0.5284,51.288,592.165,265.711,NaN,NaN,NaN,NaN,283.5,,37.257083,-19.979167
RKS0229-1958,A,2,K*,HIP011565+,G2K000254,00-33,eq,02:29:01.7,-19:58:45.0,AB,0.5284,51.288,592.165,265.711,8.343,1.455,9.008,7.554,283.5,5130446359011574528,37.257083,-19.979167
RKS0229+2307,-,1,K*,,G2K000255,40-50,eq,02:29:42.9,+23:07:59.0,......,........,21.999,434.543,-115.642,10.593,1.550,11.335,9.785,.....,101489256866566528,37.428750,23.133056
RKS0230+2537,-,1,K*,,G2K000256,33-40,eq,02:30:08.5,+25:37:19.9,......,........,25.928,217.944,-76.319,10.419,1.693,11.252,9.559,.....,103173223348678144,37.535417,25.622194
RKS0230+4201,-,1,K*,,,40-50,no,02:30:13.3,+42:01:23.7,......,........,21.640,169.777,-18.547,10.890,1.673,11.711,10.037,.....,338681162251683200,37.555417,42.023250
RKS0230+5533,-,1,K*,HIP011692,,40-50,no,02:30:48.6,+55:33:06.3,......,........,20.276,83.457,-93.118,9.550,1.134,10.061,8.927,.....,457326850673146112,37.702500,55.551750
RKS0230+0033,-,1,K*,,G2K000257,40-50,eq,02:30:58.1,+00:33:06.7,......,........,22.463,124.843,-72.027,11.349,1.879,12.288,10.409,.....,2500563739649681024,37.742083,0.551861
RKS0231+0822,-,1,K*,HIP011707,G2K000258,33-40,eq,02:31:03.3,+08:22:55.1,......,........,27.706,374.953,-85.583,10.323,1.671,11.142,9.471,.....,22707874346819712,37.763750,8.381972
RKS0231-0128,-,1,K*,,G2K000259,40-50,eq,02:31:04.6,-01:28:11.3,......,........,22.466,-149.821,-274.279,10.091,1.350,10.717,9.367,.....,2496672323185677824,37.769167,-1.469806
RKS0231+2814,-,1,K*,,G2K000260,40-50,eq,02:31:13.3,+28:14:05.5,......,........,22.854,-96.938,-71.679,10.210,1.552,10.960,9.408,.....,127773735163686784,37.805417,28.234861
RKS0231-2001,-,1,K*,HIP011739,G2K000261,00-33,eq,02:31:30.8,-20:01:41.5,......,........,30.237,192.268,26.803,9.703,1.543,10.444,8.901,.....,5130246458348152448,37.878333,-20.028194
RKS0231-1516,-,1,K*,HIP011759,G2K000262,00-33,eq,02:31:42.5,-15:16:24.4,......,........,37.078,-73.491,-117.873,8.378,1.148,8.904,7.755,.....,5145956864601439488,37.927083,-15.273444
RKS0232+0322,B,-,..,,,40-50,eq,02:32:23.2,+03:22:57.4,AB,1.4608,20.134,141.179,16.225,NaN,NaN,NaN,NaN,159.1,,38.096667,3.382611
RKS0232+0322,A,2,K*,HIP011815,G2K000263,40-50,eq,02:32:23.2,+03:22:57.4,AB,1.4608,20.134,141.179,16.225,11.218,1.823,12.098,10.274,159.1,2503420266567027328,38.096667,3.382611
RKS0232-7241,-,1,K*,HIP011852,,00-33,so,02:32:58.9,-72:41:14.7,......,........,43.223,140.841,197.114,8.451,1.293,9.052,7.759,.....,4644127147661088256,38.245417,-72.687417
RKS0233-1021,-,1,K*,HIP011865,G2K000264,40-50,eq,02:33:05.3,-10:21:06.4,......,........,21.919,-173.029,-92.131,9.477,1.191,10.020,8.830,.....,5175239363214344960,38.272083,-10.351778
RKS0233-5156,-,1,K*,HIP011877,,33-40,so,02:33:13.4,-51:56:17.6,......,........,25.187,-48.526,155.766,8.196,1.025,8.570,7.545,.....,4745027439957055232,38.305833,-51.938222
RKS0233-1358,-,1,K*,,G2K000265,40-50,eq,02:33:14.7,-13:58:40.4,......,........,20.421,139.941,0.813,10.890,1.732,11.742,10.010,.....,5146389827368788736,38.311250,-13.977889
RKS0234-3033,-,1,K*,,,33-40,so,02:34:03.7,-30:33:39.7,......,........,31.803,130.075,45.554,10.520,1.852,11.448,9.596,.....,5067164968002367872,38.515417,-30.561028
RKS0234+0106,-,1,K*,,G2K000266,40-50,eq,02:34:08.7,+01:06:18.1,......,........,20.508,-23.515,47.151,9.439,1.129,9.938,8.809,.....,2502110889948844032,38.536250,1.105028
RKS0234+0526,-,1,K*,HIP011983+,G2K000267,40-50,eq,02:34:34.6,+05:26:46.7,......,........,23.660,-289.707,-575.773,9.511,1.166,10.034,8.867,.....,18297114731960704,38.644167,5.446306
RKS0234-4210,-,1,K*,HIP011989,,40-50,so,02:34:36.7,-42:10:19.7,......,........,20.198,-135.394,-191.360,9.691,1.186,10.229,9.044,.....,4950186203640554880,38.652917,-42.172139
RKS0234-1847,-,1,K*,HIP012005,G2K000268,40-50,eq,02:34:44.0,-18:47:18.8,......,........,21.613,157.149,155.909,10.515,1.572,11.270,9.697,.....,5132133701337553792,38.683333,-18.788556
RKS0234+2236,-,1,K*,,G2K000269,40-50,eq,02:34:44.5,+22:36:22.0,......,........,21.758,58.785,0.481,11.447,1.867,12.378,10.511,.....,89227052221596928,38.685417,22.606111
RKS0235-1358,-,1,K*,,G2K000270,40-50,eq,02:35:17.4,-13:58:00.7,......,........,22.469,-239.219,-173.828,9.709,1.245,10.277,9.033,.....,5170220715404360832,38.822500,-13.966861
RKS0235-0446,-,1,K*,HIP012065,G2K000271,33-40,eq,02:35:35.0,-04:46:01.6,......,........,25.519,172.217,-146.542,9.753,1.375,10.399,9.024,.....,2488998973269464448,38.895833,-4.767111
RKS0235+1514,-,1,K*,,G2K000272,40-50,eq,02:35:54.3,+15:14:55.7,......,........,23.031,52.817,-52.742,9.237,1.301,9.838,8.537,.....,81166811651514880,38.976250,15.248806
RKS0236-2331,-,1,K*,HIP012110,G2K000273,00-33,eq,02:36:00.8,-23:31:16.7,......,........,47.128,83.376,14.039,7.987,1.278,8.575,7.297,.....,5125414998097353600,39.003333,-23.521306
RKS0236-2710,-,1,K*,HIP012109,G2K000274,00-33,eq,02:36:00.8,-27:10:42.1,......,........,30.349,76.401,-167.715,9.118,1.288,9.711,8.424,.....,5070130934977324416,39.003333,-27.178361
RKS0236+0653,-,1,K*,HIP012114+,G2K000275,00-33,eq,02:36:04.9,+06:53:12.4,......,........,138.208,1777.432,1474.053,5.478,1.210,6.046,4.836,.....,19316224572460416,39.020417,6.886778
RKS0236+1212,-,1,K*,HIP012155,G2K000276,40-50,eq,02:36:38.6,+12:12:28.9,......,........,20.711,240.835,-64.404,11.098,1.740,11.955,10.215,.....,26101272172092160,39.160833,12.208028
RKS0236-4654,-,1,K*,HIP012156,,33-40,so,02:36:39.0,-46:54:18.3,......,........,28.076,130.352,250.331,10.429,1.697,11.264,9.567,.....,4945163737603798656,39.162500,-46.905083
RKS0236-0309,-,1,K*,HIP012158,G2K000277,00-33,eq,02:36:41.8,-03:09:22.0,......,........,41.086,323.013,58.384,7.843,1.122,8.354,7.232,.....,2495442626804315392,39.174167,-3.156111
RKS0237-5825,-,1,K*,,,40-50,so,02:37:21.3,-58:25:20.2,......,........,21.864,131.831,-19.434,10.999,1.853,11.933,10.080,.....,4738387179998889600,39.338750,-58.422278
RKS0238-6245,-,1,K*,,,40-50,so,02:38:29.9,-62:45:18.3,......,........,20.688,18.056,42.023,11.257,1.754,12.120,10.366,.....,4724359851169451264,39.624583,-62.755083
RKS0238-5646,-,1,K*,,,40-50,so,02:38:30.5,-56:46:58.9,......,........,21.528,9.532,56.326,10.122,1.377,10.767,9.390,.....,4738811213530135424,39.627083,-56.783028
RKS0238-2810,-,1,K*,,G2K000278,40-50,eq,02:38:51.3,-28:10:24.3,......,........,23.595,37.525,-228.880,10.802,1.687,11.627,9.940,.....,5069260705884398464,39.713750,-28.173417
RKS0239-3828,-,1,K*,HIP012426,,33-40,so,02:39:56.7,-38:28:00.1,......,........,28.873,209.008,306.185,10.547,1.840,11.468,9.628,.....,4952663888670428800,39.986250,-38.466694
RKS0240-6121,-,1,K*,HIP012436,,33-40,so,02:40:03.2,-61:21:15.2,......,........,25.135,36.547,-184.700,9.113,1.214,9.667,8.453,.....,4724771790072689664,40.013333,-61.354222
RKS0240+0111,-,1,K*,HIP012493,G2K000279,00-33,eq,02:40:42.9,+01:11:55.2,......,........,41.767,284.011,231.780,9.033,1.502,9.750,8.248,.....,2501948402746099456,40.178750,1.198667
RKS0240+3904,-,1,K*,HIP012509,,40-50,no,02:40:58.6,+39:04:47.6,......,........,20.479,62.293,69.165,8.868,1.077,9.343,8.267,.....,334231816650909056,40.244167,39.079889
